plate,well,component_no,component,ot2_label,vol,transfervol,cumvol
P6,F11,component4,9,n_z_amine,2,2,394
P6,G11,component4,9,n_z_amine,2,2,396
P6,H11,component4,9,n_z_amine,2,2,398
P6,A12,component4,9,n_z_amine,2,2,400
P6,B12,component4,9,n_z_amine,2,2,402
P6,C12,component4,9,n_z_amine,2,2,404
P6,D12,component4,9,n_z_amine,2,2,406
P6,E12,component4,9,n_z_amine,2,2,408
P6,F12,component4,9,n_z_amine,2,2,410
P7,E1,component1,1,glucose,2,2,452
P7,F1,component1,1,glucose,2,2,454
P7,G1,component1,1,glucose,2,2,456
P7,H1,component1,1,glucose,2,2,458
P7,A2,component1,1,glucose,2,2,460
P7,D3,component1,1,glucose,2,2,462
P7,E3,component1,1,glucose,2,2,464
P7,F3,component1,1,glucose,2,2,466
P7,G3,component1,1,glucose,2,2,468
P7,H3,component1,1,glucose,2,2,470
P7,A4,component1,1,glucose,2,2,472
P7,B4,component1,1,glucose,2,2,474
P7,C4,component1,1,glucose,2,2,476
P7,D4,component1,1,glucose,2,2,478
P7,E4,component1,1,glucose,2,2,480
P7,H5,component1,1,glucose,2,2,482
P7,F6,component1,1,glucose,2,2,484
P7,G6,component1,1,glucose,2,2,486
P7,H6,component1,1,glucose,2,2,488
P7,A7,component1,1,glucose,2,2,490
P7,B7,component1,1,glucose,2,2,492
P7,E8,component1,1,glucose,2,2,494
P7,F8,component1,1,glucose,2,2,496
P7,G8,component1,1,glucose,2,2,498
P7,H8,component1,1,glucose,2,2,500
P7,A9,component1,1,glucose,2,2,502
P7,B9,component1,1,glucose,2,2,504
P7,C9,component1,1,glucose,2,2,506
P7,D9,component1,1,glucose,2,2,508
P7,E9,component1,1,glucose,2,2,510
P7,F9,component1,1,glucose,2,2,512
P7,A11,component1,1,glucose,2,2,514
P7,G11,component1,1,glucose,2,2,516
P7,H11,component1,1,glucose,2,2,518
P7,A12,component1,1,glucose,2,2,520
P7,B12,component1,1,glucose,2,2,522
P7,C12,component1,1,glucose,2,2,524
P7,A1,component4,10,peptone,2,2,334
P7,B1,component4,10,peptone,2,2,336
P7,C1,component4,10,peptone,2,2,338
P7,D1,component4,10,peptone,2,2,340
P7,E1,component4,10,peptone,2,2,342
P7,F1,component4,10,peptone,2,2,344
P7,G1,component4,10,peptone,2,2,346
P7,H1,component4,10,peptone,2,2,348
P7,A2,component4,10,peptone,2,2,350
P7,B2,component4,10,peptone,2,2,352
P7,C2,component4,10,peptone,2,2,354
P7,D2,component4,10,peptone,2,2,356
P7,E2,component4,10,peptone,2,2,358
P7,F2,component4,10,peptone,2,2,360
P7,G2,component4,10,peptone,2,2,362
P7,H2,component4,10,peptone,2,2,364
P7,A3,component4,10,peptone,2,2,366
P7,B3,component4,10,peptone,2,2,368
P7,C3,component4,10,peptone,2,2,370
P7,D3,component4,10,peptone,2,2,372
P7,E3,component4,10,peptone,2,2,374
P7,F3,component4,10,peptone,2,2,376
P7,G3,component4,10,peptone,2,2,378
P7,H3,component4,10,peptone,2,2,380
P7,A4,component4,10,peptone,2,2,382
P7,B4,component4,10,peptone,2,2,384
P7,C4,component4,10,peptone,2,2,386
P7,D4,component4,10,peptone,2,2,388
P7,E4,component4,10,peptone,2,2,390
P7,F4,component4,10,peptone,2,2,392
P7,G4,component4,10,peptone,2,2,394
P7,H4,component4,10,peptone,2,2,396
P7,A5,component4,10,peptone,2,2,398
P7,B5,component4,10,peptone,2,2,400
P7,C5,component4,10,peptone,2,2,402
P7,D5,component4,10,peptone,2,2,404
P7,E5,component4,10,peptone,2,2,406
P7,F5,component4,10,peptone,2,2,408
P7,G5,component4,10,peptone,2,2,410
P7,A11,component6,10,peptone,2,2,412
P7,B11,component6,10,peptone,2,2,414
P7,C11,component6,10,peptone,2,2,416
P7,D11,component6,10,peptone,2,2,418
P7,E11,component6,10,peptone,2,2,420
P7,F11,component6,10,peptone,2,2,422
P7,G11,component6,10,peptone,2,2,424
P7,H11,component6,10,peptone,2,2,426
P7,A12,component6,10,peptone,2,2,428
P7,B12,component6,10,peptone,2,2,430
P7,C12,component6,10,peptone,2,2,432
P7,D12,component6,10,peptone,2,2,434
P7,E12,component6,10,peptone,2,2,436
P7,F12,component6,10,peptone,2,2,438
P7,G12,component6,10,peptone,2,2,440
P7,H12,component6,10,peptone,2,2,442
P7,A1,component5,11,malt_extract,4,2,668
P7,B1,component5,11,malt_extract,4,2,672
P7,C1,component5,11,malt_extract,4,2,676
P7,D1,component5,11,malt_extract,4,2,680
P7,E1,component5,11,malt_extract,4,2,684
P7,F1,component5,11,malt_extract,4,2,688
P7,G1,component5,11,malt_extract,4,2,692
P7,H1,component5,11,malt_extract,4,2,696
P7,A2,component5,11,malt_extract,4,2,700
P7,B2,component5,11,malt_extract,4,2,704
P7,C2,component5,11,malt_extract,4,2,708
P7,D2,component5,11,malt_extract,4,2,712
P7,E2,component5,11,malt_extract,4,2,716
P7,F2,component5,11,malt_extract,4,2,720
P7,G2,component5,11,malt_extract,4,2,724
P7,H2,component5,11,malt_extract,4,2,728
P7,A3,component5,11,malt_extract,4,2,732
P7,B3,component5,11,malt_extract,4,2,736
P7,C3,component5,11,malt_extract,4,2,740
P7,D3,component5,11,malt_extract,4,2,744
P7,E3,component5,11,malt_extract,4,2,748
P7,F3,component5,11,malt_extract,4,2,752
P7,G3,component5,11,malt_extract,4,2,756
P7,H3,component5,11,malt_extract,4,2,760
P7,A4,component5,11,malt_extract,4,2,764
P7,B4,component5,11,malt_extract,4,2,768
P7,C4,component5,11,malt_extract,4,2,772
P7,D4,component5,11,malt_extract,4,2,776
P7,E4,component5,11,malt_extract,4,2,780
P7,F4,component5,11,malt_extract,4,2,784
P7,G4,component5,11,malt_extract,4,2,788
P7,H4,component5,11,malt_extract,4,2,792
P7,A5,component5,11,malt_extract,4,2,796
P7,B5,component5,11,malt_extract,4,2,800
P7,C5,component5,11,malt_extract,4,2,804
P7,D5,component5,11,malt_extract,4,2,808
P7,E5,component5,11,malt_extract,4,2,812
P7,F5,component5,11,malt_extract,4,2,816
P7,G5,component5,11,malt_extract,4,2,820
P7,E1,component2,2,k2hpo4,2,2,452
P7,B2,component1,2,k2hpo4,2,2,454
P7,C2,component1,2,k2hpo4,2,2,456
P7,D2,component1,2,k2hpo4,2,2,458
P7,E2,component1,2,k2hpo4,2,2,460
P7,D3,component2,2,k2hpo4,2,2,462
P7,E3,component2,2,k2hpo4,2,2,464
P7,F3,component2,2,k2hpo4,2,2,466
P7,G3,component2,2,k2hpo4,2,2,468
P7,F4,component1,2,k2hpo4,2,2,470
P7,G4,component1,2,k2hpo4,2,2,472
P7,H4,component1,2,k2hpo4,2,2,474
P7,A5,component1,2,k2hpo4,2,2,476
P7,B5,component1,2,k2hpo4,2,2,478
P7,C5,component1,2,k2hpo4,2,2,480
P7,A6,component1,2,k2hpo4,2,2,482
P7,F6,component2,2,k2hpo4,2,2,484
P7,C7,component1,2,k2hpo4,2,2,486
P7,D7,component1,2,k2hpo4,2,2,488
P7,E7,component1,2,k2hpo4,2,2,490
P7,F7,component1,2,k2hpo4,2,2,492
P7,E8,component2,2,k2hpo4,2,2,494
P7,F8,component2,2,k2hpo4,2,2,496
P7,G8,component2,2,k2hpo4,2,2,498
P7,H8,component2,2,k2hpo4,2,2,500
P7,G9,component1,2,k2hpo4,2,2,502
P7,H9,component1,2,k2hpo4,2,2,504
P7,A10,component1,2,k2hpo4,2,2,506
P7,B10,component1,2,k2hpo4,2,2,508
P7,C10,component1,2,k2hpo4,2,2,510
P7,D10,component1,2,k2hpo4,2,2,512
P7,B11,component1,2,k2hpo4,2,2,514
P7,G11,component2,2,k2hpo4,2,2,516
P7,D12,component1,2,k2hpo4,2,2,518
P7,E12,component1,2,k2hpo4,2,2,520
P7,F12,component1,2,k2hpo4,2,2,522
P7,G12,component1,2,k2hpo4,2,2,524
P7,A1,component1,3,mgso4_x_7_h2o,2,2,450
P7,F1,component2,3,mgso4_x_7_h2o,2,2,452
P7,B2,component2,3,mgso4_x_7_h2o,2,2,454
P7,F2,component1,3,mgso4_x_7_h2o,2,2,456
P7,G2,component1,3,mgso4_x_7_h2o,2,2,458
P7,H2,component1,3,mgso4_x_7_h2o,2,2,460
P7,D3,component3,3,mgso4_x_7_h2o,2,2,462
P7,H3,component2,3,mgso4_x_7_h2o,2,2,464
P7,A4,component2,3,mgso4_x_7_h2o,2,2,466
P7,B4,component2,3,mgso4_x_7_h2o,2,2,468
P7,F4,component2,3,mgso4_x_7_h2o,2,2,470
P7,G4,component2,3,mgso4_x_7_h2o,2,2,472
P7,H4,component2,3,mgso4_x_7_h2o,2,2,474
P7,D5,component1,3,mgso4_x_7_h2o,2,2,476
P7,E5,component1,3,mgso4_x_7_h2o,2,2,478
P7,F5,component1,3,mgso4_x_7_h2o,2,2,480
P7,B6,component1,3,mgso4_x_7_h2o,2,2,482
P7,G6,component2,3,mgso4_x_7_h2o,2,2,484
P7,C7,component2,3,mgso4_x_7_h2o,2,2,486
P7,G7,component1,3,mgso4_x_7_h2o,2,2,488
P7,H7,component1,3,mgso4_x_7_h2o,2,2,490
P7,A8,component1,3,mgso4_x_7_h2o,2,2,492
P7,E8,component3,3,mgso4_x_7_h2o,2,2,494
P7,A9,component2,3,mgso4_x_7_h2o,2,2,496
P7,B9,component2,3,mgso4_x_7_h2o,2,2,498
P7,C9,component2,3,mgso4_x_7_h2o,2,2,500
P7,G9,component2,3,mgso4_x_7_h2o,2,2,502
P7,H9,component2,3,mgso4_x_7_h2o,2,2,504
P7,A10,component2,3,mgso4_x_7_h2o,2,2,506
P7,E10,component1,3,mgso4_x_7_h2o,2,2,508
P7,F10,component1,3,mgso4_x_7_h2o,2,2,510
P7,G10,component1,3,mgso4_x_7_h2o,2,2,512
P7,C11,component1,3,mgso4_x_7_h2o,2,2,514
P7,H11,component2,3,mgso4_x_7_h2o,2,2,516
P7,D12,component2,3,mgso4_x_7_h2o,2,2,518
P7,H12,component1,3,mgso4_x_7_h2o,2,2,520
P7,B1,component1,4,nacl,2,2,450
P7,G1,component2,4,nacl,2,2,452
P7,C2,component2,4,nacl,2,2,454
P7,F2,component2,4,nacl,2,2,456
P7,A3,component1,4,nacl,2,2,458
P7,B3,component1,4,nacl,2,2,460
P7,E3,component3,4,nacl,2,2,462
P7,H3,component3,4,nacl,2,2,464
P7,C4,component2,4,nacl,2,2,466
P7,D4,component2,4,nacl,2,2,468
P7,F4,component3,4,nacl,2,2,470
P7,A5,component2,4,nacl,2,2,472
P7,B5,component2,4,nacl,2,2,474
P7,D5,component2,4,nacl,2,2,476
P7,E5,component2,4,nacl,2,2,478
P7,G5,component1,4,nacl,2,2,480
P7,C6,component1,4,nacl,2,2,482
P7,H6,component2,4,nacl,2,2,484
P7,D7,component2,4,nacl,2,2,486
P7,G7,component2,4,nacl,2,2,488
P7,B8,component1,4,nacl,2,2,490
P7,C8,component1,4,nacl,2,2,492
P7,F8,component3,4,nacl,2,2,494
P7,A9,component3,4,nacl,2,2,496
P7,D9,component2,4,nacl,2,2,498
P7,E9,component2,4,nacl,2,2,500
P7,G9,component3,4,nacl,2,2,502
P7,B10,component2,4,nacl,2,2,504
P7,C10,component2,4,nacl,2,2,506
P7,E10,component2,4,nacl,2,2,508
P7,F10,component2,4,nacl,2,2,510
P7,H10,component1,4,nacl,2,2,512
P7,D11,component1,4,nacl,2,2,514
P7,A12,component2,4,nacl,2,2,516
P7,E12,component2,4,nacl,2,2,518
P7,H12,component2,4,nacl,2,2,520
P7,C1,component1,5,l_asparagine,2,2,450
P7,H1,component2,5,l_asparagine,2,2,452
P7,D2,component2,5,l_asparagine,2,2,454
P7,G2,component2,5,l_asparagine,2,2,456
P7,A3,component2,5,l_asparagine,2,2,458
P7,C3,component1,5,l_asparagine,2,2,460
P7,F3,component3,5,l_asparagine,2,2,462
P7,A4,component3,5,l_asparagine,2,2,464
P7,C4,component3,5,l_asparagine,2,2,466
P7,E4,component2,5,l_asparagine,2,2,468
P7,G4,component3,5,l_asparagine,2,2,470
P7,A5,component3,5,l_asparagine,2,2,472
P7,C5,component2,5,l_asparagine,2,2,474
P7,D5,component3,5,l_asparagine,2,2,476
P7,F5,component2,5,l_asparagine,2,2,478
P7,G5,component2,5,l_asparagine,2,2,480
P7,D6,component1,5,l_asparagine,2,2,482
P7,A7,component2,5,l_asparagine,2,2,484
P7,E7,component2,5,l_asparagine,2,2,486
P7,H7,component2,5,l_asparagine,2,2,488
P7,B8,component2,5,l_asparagine,2,2,490
P7,D8,component1,5,l_asparagine,2,2,492
P7,G8,component3,5,l_asparagine,2,2,494
P7,B9,component3,5,l_asparagine,2,2,496
P7,D9,component3,5,l_asparagine,2,2,498
P7,F9,component2,5,l_asparagine,2,2,500
P7,H9,component3,5,l_asparagine,2,2,502
P7,B10,component3,5,l_asparagine,2,2,504
P7,D10,component2,5,l_asparagine,2,2,506
P7,E10,component3,5,l_asparagine,2,2,508
P7,G10,component2,5,l_asparagine,2,2,510
P7,H10,component2,5,l_asparagine,2,2,512
P7,E11,component1,5,l_asparagine,2,2,514
P7,B12,component2,5,l_asparagine,2,2,516
P7,F12,component2,5,l_asparagine,2,2,518
P7,D1,component1,6,glycerol,4,2,900
P7,A2,component2,6,glycerol,4,2,904
P7,E2,component2,6,glycerol,4,2,908
P7,H2,component2,6,glycerol,4,2,912
P7,B3,component2,6,glycerol,4,2,916
P7,C3,component2,6,glycerol,4,2,920
P7,G3,component3,6,glycerol,4,2,924
P7,B4,component3,6,glycerol,4,2,928
P7,D4,component3,6,glycerol,4,2,932
P7,E4,component3,6,glycerol,4,2,936
P7,H4,component3,6,glycerol,4,2,940
P7,B5,component3,6,glycerol,4,2,944
P7,C5,component3,6,glycerol,4,2,948
P7,E5,component3,6,glycerol,4,2,952
P7,F5,component3,6,glycerol,4,2,956
P7,G5,component3,6,glycerol,4,2,960
P7,E6,component1,6,glycerol,4,2,964
P7,B7,component2,6,glycerol,4,2,968
P7,F7,component2,6,glycerol,4,2,972
P7,A8,component2,6,glycerol,4,2,976
P7,C8,component2,6,glycerol,4,2,980
P7,D8,component2,6,glycerol,4,2,984
P7,H8,component3,6,glycerol,4,2,988
P7,C9,component3,6,glycerol,4,2,992
P7,E9,component3,6,glycerol,4,2,996
P7,F9,component3,6,glycerol,4,2,1000
P7,A10,component3,6,glycerol,4,2,1004
P7,C10,component3,6,glycerol,4,2,1008
P7,D10,component3,6,glycerol,4,2,1012
P7,F10,component3,6,glycerol,4,2,1016
P7,G10,component3,6,glycerol,4,2,1020
P7,H10,component3,6,glycerol,4,2,1024
P7,F11,component1,6,glycerol,4,2,1028
P7,C12,component2,6,glycerol,4,2,1032
P7,G12,component2,6,glycerol,4,2,1036
P7,H5,component4,7,yeast_extract,4,2,824
P7,A6,component4,7,yeast_extract,4,2,828
P7,B6,component4,7,yeast_extract,4,2,832
P7,C6,component4,7,yeast_extract,4,2,836
P7,D6,component4,7,yeast_extract,4,2,840
P7,E6,component4,7,yeast_extract,4,2,844
P7,F6,component4,7,yeast_extract,4,2,848
P7,G6,component4,7,yeast_extract,4,2,852
P7,H6,component4,7,yeast_extract,4,2,856
P7,A7,component4,7,yeast_extract,4,2,860
P7,B7,component4,7,yeast_extract,4,2,864
P7,C7,component4,7,yeast_extract,4,2,868
P7,D7,component4,7,yeast_extract,4,2,872
P7,E7,component4,7,yeast_extract,4,2,876
P7,F7,component4,7,yeast_extract,4,2,880
P7,G7,component4,7,yeast_extract,4,2,884
P7,H7,component4,7,yeast_extract,4,2,888
P7,A8,component4,7,yeast_extract,4,2,892
P7,B8,component4,7,yeast_extract,4,2,896
P7,C8,component4,7,yeast_extract,4,2,900
P7,D8,component4,7,yeast_extract,4,2,904
P7,E8,component4,7,yeast_extract,4,2,908
P7,F8,component4,7,yeast_extract,4,2,912
P7,G8,component4,7,yeast_extract,4,2,916
P7,H8,component4,7,yeast_extract,4,2,920
P7,A9,component4,7,yeast_extract,4,2,924
P7,B9,component4,7,yeast_extract,4,2,928
P7,C9,component4,7,yeast_extract,4,2,932
P7,D9,component4,7,yeast_extract,4,2,936
P7,E9,component4,7,yeast_extract,4,2,940
P7,F9,component4,7,yeast_extract,4,2,944
P7,G9,component4,7,yeast_extract,4,2,948
P7,H9,component4,7,yeast_extract,4,2,952
P7,A10,component4,7,yeast_extract,4,2,956
P7,B10,component4,7,yeast_extract,4,2,960
P7,C10,component4,7,yeast_extract,4,2,964
P7,D10,component4,7,yeast_extract,4,2,968
P7,E10,component4,7,yeast_extract,4,2,972
P7,F10,component4,7,yeast_extract,4,2,976
P7,G10,component4,7,yeast_extract,4,2,980
P7,H10,component4,7,yeast_extract,4,2,984
P7,A11,component4,7,yeast_extract,4,2,988
P7,B11,component4,7,yeast_extract,4,2,992
P7,C11,component4,7,yeast_extract,4,2,996
P7,D11,component4,7,yeast_extract,4,2,1000
P7,E11,component4,7,yeast_extract,4,2,1004
P7,F11,component4,7,yeast_extract,4,2,1008
P7,G11,component4,7,yeast_extract,4,2,1012
P7,H11,component4,7,yeast_extract,4,2,1016
P7,A12,component4,7,yeast_extract,4,2,1020
P7,B12,component4,7,yeast_extract,4,2,1024
P7,C12,component4,7,yeast_extract,4,2,1028
P7,D12,component4,7,yeast_extract,4,2,1032
P7,E12,component4,7,yeast_extract,4,2,1036
P7,F12,component4,7,yeast_extract,4,2,1040
P7,G12,component4,7,yeast_extract,4,2,1044
P7,H12,component4,7,yeast_extract,4,2,1048
P7,H5,component5,8,beef_extract,2,2,412
P7,A6,component5,8,beef_extract,2,2,414
P7,B6,component5,8,beef_extract,2,2,416
P7,C6,component5,8,beef_extract,2,2,418
P7,D6,component5,8,beef_extract,2,2,420
P7,E6,component5,8,beef_extract,2,2,422
P7,F6,component5,8,beef_extract,2,2,424
P7,G6,component5,8,beef_extract,2,2,426
P7,H6,component5,8,beef_extract,2,2,428
P7,A7,component5,8,beef_extract,2,2,430
P7,B7,component5,8,beef_extract,2,2,432
P7,C7,component5,8,beef_extract,2,2,434
P7,D7,component5,8,beef_extract,2,2,436
P7,E7,component5,8,beef_extract,2,2,438
P7,F7,component5,8,beef_extract,2,2,440
P7,G7,component5,8,beef_extract,2,2,442
P7,H7,component5,8,beef_extract,2,2,444
P7,A8,component5,8,beef_extract,2,2,446
P7,B8,component5,8,beef_extract,2,2,448
P7,C8,component5,8,beef_extract,2,2,450
P7,D8,component5,8,beef_extract,2,2,452
P7,E8,component5,8,beef_extract,2,2,454
P7,F8,component5,8,beef_extract,2,2,456
P7,G8,component5,8,beef_extract,2,2,458
P7,H8,component5,8,beef_extract,2,2,460
P7,A9,component5,8,beef_extract,2,2,462
P7,B9,component5,8,beef_extract,2,2,464
P7,C9,component5,8,beef_extract,2,2,466
P7,D9,component5,8,beef_extract,2,2,468
P7,E9,component5,8,beef_extract,2,2,470
P7,F9,component5,8,beef_extract,2,2,472
P7,G9,component5,8,beef_extract,2,2,474
P7,H9,component5,8,beef_extract,2,2,476
P7,A10,component5,8,beef_extract,2,2,478
P7,B10,component5,8,beef_extract,2,2,480
P7,C10,component5,8,beef_extract,2,2,482
P7,D10,component5,8,beef_extract,2,2,484
P7,E10,component5,8,beef_extract,2,2,486
P7,F10,component5,8,beef_extract,2,2,488
P7,G10,component5,8,beef_extract,2,2,490
P7,H10,component5,8,beef_extract,2,2,492
P7,A11,component5,8,beef_extract,2,2,494
P7,B11,component5,8,beef_extract,2,2,496
P7,C11,component5,8,beef_extract,2,2,498
P7,D11,component5,8,beef_extract,2,2,500
P7,E11,component5,8,beef_extract,2,2,502
P7,F11,component5,8,beef_extract,2,2,504
P7,G11,component5,8,beef_extract,2,2,506
P7,H11,component5,8,beef_extract,2,2,508
P7,A12,component5,8,beef_extract,2,2,510
P7,B12,component5,8,beef_extract,2,2,512
P7,C12,component5,8,beef_extract,2,2,514
P7,D12,component5,8,beef_extract,2,2,516
P7,E12,component5,8,beef_extract,2,2,518
P7,F12,component5,8,beef_extract,2,2,520
P7,G12,component5,8,beef_extract,2,2,522
P7,H12,component5,8,beef_extract,2,2,524
P7,H5,component6,9,n_z_amine,2,2,412
P7,A6,component6,9,n_z_amine,2,2,414
P7,B6,component6,9,n_z_amine,2,2,416
P7,C6,component6,9,n_z_amine,2,2,418
P7,D6,component6,9,n_z_amine,2,2,420
P7,E6,component6,9,n_z_amine,2,2,422
P7,F6,component6,9,n_z_amine,2,2,424
P7,G6,component6,9,n_z_amine,2,2,426
P7,H6,component6,9,n_z_amine,2,2,428
P7,A7,component6,9,n_z_amine,2,2,430
P7,B7,component6,9,n_z_amine,2,2,432
P7,C7,component6,9,n_z_amine,2,2,434
P7,D7,component6,9,n_z_amine,2,2,436
P7,E7,component6,9,n_z_amine,2,2,438
P7,F7,component6,9,n_z_amine,2,2,440
P7,G7,component6,9,n_z_amine,2,2,442
P7,H7,component6,9,n_z_amine,2,2,444
P7,A8,component6,9,n_z_amine,2,2,446
P7,B8,component6,9,n_z_amine,2,2,448
P7,C8,component6,9,n_z_amine,2,2,450
P7,D8,component6,9,n_z_amine,2,2,452
P7,E8,component6,9,n_z_amine,2,2,454
P7,F8,component6,9,n_z_amine,2,2,456
P7,G8,component6,9,n_z_amine,2,2,458
P7,H8,component6,9,n_z_amine,2,2,460
P7,A9,component6,9,n_z_amine,2,2,462
P7,B9,component6,9,n_z_amine,2,2,464
P7,C9,component6,9,n_z_amine,2,2,466
P7,D9,component6,9,n_z_amine,2,2,468
P7,E9,component6,9,n_z_amine,2,2,470
P7,F9,component6,9,n_z_amine,2,2,472
P7,G9,component6,9,n_z_amine,2,2,474
P7,H9,component6,9,n_z_amine,2,2,476
P7,A10,component6,9,n_z_amine,2,2,478
P7,B10,component6,9,n_z_amine,2,2,480
P7,C10,component6,9,n_z_amine,2,2,482
P7,D10,component6,9,n_z_amine,2,2,484
P7,E10,component6,9,n_z_amine,2,2,486
P7,F10,component6,9,n_z_amine,2,2,488
P7,G10,component6,9,n_z_amine,2,2,490
P7,H10,component6,9,n_z_amine,2,2,492
