plate,well,component_no,component,ot2_label,vol
P4,A6,component3,6,glycerol,4
P4,C6,component2,6,glycerol,4
P4,E6,component3,6,glycerol,4
P4,G6,component2,6,glycerol,4
P4,A7,component3,6,glycerol,4
P4,C7,component2,6,glycerol,4
P4,G8,component3,6,glycerol,4
P4,H8,component3,6,glycerol,4
P4,A9,component2,6,glycerol,4
P4,F9,component3,6,glycerol,4
P4,G9,component3,6,glycerol,4
P4,H9,component1,6,glycerol,4
P4,B10,component3,6,glycerol,4
P4,C10,component3,6,glycerol,4
P4,E10,component2,6,glycerol,4
P4,F10,component3,6,glycerol,4
P4,B11,component3,6,glycerol,4
P4,D11,component2,6,glycerol,4
P4,F11,component3,6,glycerol,4
P4,H11,component2,6,glycerol,4
P4,B12,component3,6,glycerol,4
P4,D12,component2,6,glycerol,4
P4,A1,component4,7,yeast_extract,2
P4,B1,component4,7,yeast_extract,2
P4,C1,component4,7,yeast_extract,2
P4,D1,component4,7,yeast_extract,2
P4,D3,component4,7,yeast_extract,2
P4,E3,component4,7,yeast_extract,2
P4,F3,component4,7,yeast_extract,2
P4,G3,component4,7,yeast_extract,2
P4,H3,component4,7,yeast_extract,2
P4,A4,component4,7,yeast_extract,2
P4,B4,component4,7,yeast_extract,2
P4,C4,component4,7,yeast_extract,2
P4,D4,component4,7,yeast_extract,2
P4,E4,component4,7,yeast_extract,2
P4,F4,component4,7,yeast_extract,2
P4,G4,component4,7,yeast_extract,2
P4,H4,component4,7,yeast_extract,2
P4,A5,component4,7,yeast_extract,2
P4,B5,component4,7,yeast_extract,2
P4,A8,component4,7,yeast_extract,2
P4,B8,component4,7,yeast_extract,2
P4,C8,component4,7,yeast_extract,2
P4,D8,component4,7,yeast_extract,2
P4,E8,component4,7,yeast_extract,2
P4,F8,component4,7,yeast_extract,2
P4,G8,component4,7,yeast_extract,2
P4,H8,component4,7,yeast_extract,2
P4,A9,component4,7,yeast_extract,2
P4,B9,component4,7,yeast_extract,2
P4,C9,component4,7,yeast_extract,2
P4,D9,component4,7,yeast_extract,2
P4,E9,component4,7,yeast_extract,2
P4,F9,component4,7,yeast_extract,2
P4,G9,component4,7,yeast_extract,2
P4,H9,component4,7,yeast_extract,2
P4,A10,component4,7,yeast_extract,2
P4,B10,component4,7,yeast_extract,2
P4,C10,component4,7,yeast_extract,2
P4,D10,component4,7,yeast_extract,2
P4,E10,component4,7,yeast_extract,2
P4,F10,component4,7,yeast_extract,2
P4,E1,component4,8,beef_extract,2
P4,F1,component4,8,beef_extract,2
P4,G1,component4,8,beef_extract,2
P4,H1,component4,8,beef_extract,2
P4,D3,component5,8,beef_extract,2
P4,E3,component5,8,beef_extract,2
P4,F3,component5,8,beef_extract,2
P4,G3,component5,8,beef_extract,2
P4,C5,component4,8,beef_extract,2
P4,D5,component4,8,beef_extract,2
P4,E5,component4,8,beef_extract,2
P4,F5,component4,8,beef_extract,2
P4,G5,component4,8,beef_extract,2
P4,H5,component4,8,beef_extract,2
P4,A6,component4,8,beef_extract,2
P4,B6,component4,8,beef_extract,2
P4,C6,component4,8,beef_extract,2
P4,D6,component4,8,beef_extract,2
P4,E6,component4,8,beef_extract,2
P4,A8,component5,8,beef_extract,2
P4,B8,component5,8,beef_extract,2
P4,C8,component5,8,beef_extract,2
P4,D8,component5,8,beef_extract,2
P4,E8,component5,8,beef_extract,2
P4,F8,component5,8,beef_extract,2
P4,G8,component5,8,beef_extract,2
P4,H8,component5,8,beef_extract,2
P4,A9,component5,8,beef_extract,2
P4,B9,component5,8,beef_extract,2
P4,C9,component5,8,beef_extract,2
P4,G10,component4,8,beef_extract,2
P4,H10,component4,8,beef_extract,2
P4,A11,component4,8,beef_extract,2
P4,B11,component4,8,beef_extract,2
P4,C11,component4,8,beef_extract,2
P4,D11,component4,8,beef_extract,2
P4,E11,component4,8,beef_extract,2
P4,F11,component4,8,beef_extract,2
P4,G11,component4,8,beef_extract,2
P4,H11,component4,8,beef_extract,2
P4,A12,component4,8,beef_extract,2
P4,B12,component4,8,beef_extract,2
P4,A2,component4,9,n_z_amine,2
P4,B2,component4,9,n_z_amine,2
P4,C2,component4,9,n_z_amine,2
P4,H3,component5,9,n_z_amine,2
P4,A4,component5,9,n_z_amine,2
P4,B4,component5,9,n_z_amine,2
P4,C5,component5,9,n_z_amine,2
P4,D5,component5,9,n_z_amine,2
P4,E5,component5,9,n_z_amine,2
P4,F6,component4,9,n_z_amine,2
P4,G6,component4,9,n_z_amine,2
P4,H6,component4,9,n_z_amine,2
P4,A7,component4,9,n_z_amine,2
P4,B7,component4,9,n_z_amine,2
P4,C7,component4,9,n_z_amine,2
P4,D7,component4,9,n_z_amine,2
P4,A8,component6,9,n_z_amine,2
P4,B8,component6,9,n_z_amine,2
P4,C8,component6,9,n_z_amine,2
P4,D8,component6,9,n_z_amine,2
P4,D9,component5,9,n_z_amine,2
P4,E9,component5,9,n_z_amine,2
P4,F9,component5,9,n_z_amine,2
P4,G9,component5,9,n_z_amine,2
P4,H9,component5,9,n_z_amine,2
P4,A10,component5,9,n_z_amine,2
P4,B10,component5,9,n_z_amine,2
P4,C10,component5,9,n_z_amine,2
P4,G10,component5,9,n_z_amine,2
P4,H10,component5,9,n_z_amine,2
P4,A11,component5,9,n_z_amine,2
P4,B11,component5,9,n_z_amine,2
P4,C11,component5,9,n_z_amine,2
P4,D11,component5,9,n_z_amine,2
P4,E11,component5,9,n_z_amine,2
P4,F11,component5,9,n_z_amine,2
P4,C12,component4,9,n_z_amine,2
P4,D12,component4,9,n_z_amine,2
P4,E12,component4,9,n_z_amine,2
P5,C1,component1,1,glucose,2
P5,E1,component1,1,glucose,2
P5,G1,component1,1,glucose,2
P5,A2,component1,1,glucose,2
P5,B2,component1,1,glucose,2
P5,F2,component1,1,glucose,2
P5,B3,component1,1,glucose,2
P5,D3,component1,1,glucose,2
P5,F3,component1,1,glucose,2
P5,G3,component1,1,glucose,2
P5,A4,component1,1,glucose,2
P5,E4,component1,1,glucose,2
P5,G4,component1,1,glucose,2
P5,A5,component1,1,glucose,2
P5,C5,component1,1,glucose,2
P5,H5,component1,1,glucose,2
P5,D6,component1,1,glucose,2
P5,F6,component1,1,glucose,2
P5,H6,component1,1,glucose,2
P5,B7,component1,1,glucose,2
P5,C7,component1,1,glucose,2
P5,G7,component1,1,glucose,2
P5,C8,component1,1,glucose,2
P5,E8,component1,1,glucose,2
P5,G8,component1,1,glucose,2
P5,H8,component1,1,glucose,2
P5,B9,component1,1,glucose,2
P5,F9,component1,1,glucose,2
P5,H9,component1,1,glucose,2
P5,B10,component1,1,glucose,2
P5,D10,component1,1,glucose,2
P5,A11,component1,1,glucose,2
P5,E11,component1,1,glucose,2
P5,G11,component1,1,glucose,2
P5,A12,component1,1,glucose,2
P5,C12,component1,1,glucose,2
P5,D12,component1,1,glucose,2
P5,D2,component4,10,peptone,2
P5,E2,component4,10,peptone,2
P5,F2,component4,10,peptone,2
P5,G2,component4,10,peptone,2
P5,C4,component5,10,peptone,2
P5,D4,component5,10,peptone,2
P5,E4,component5,10,peptone,2
P5,F4,component5,10,peptone,2
P5,F5,component5,10,peptone,2
P5,G5,component5,10,peptone,2
P5,H5,component5,10,peptone,2
P5,A6,component5,10,peptone,2
P5,F6,component5,10,peptone,2
P5,G6,component5,10,peptone,2
P5,H6,component5,10,peptone,2
P5,A7,component5,10,peptone,2
P5,E7,component4,10,peptone,2
P5,F7,component4,10,peptone,2
P5,G7,component4,10,peptone,2
P5,H7,component4,10,peptone,2
P5,E8,component6,10,peptone,2
P5,F8,component6,10,peptone,2
P5,G8,component6,10,peptone,2
P5,D9,component6,10,peptone,2
P5,E9,component6,10,peptone,2
P5,F9,component6,10,peptone,2
P5,G9,component6,10,peptone,2
P5,D10,component5,10,peptone,2
P5,E10,component5,10,peptone,2
P5,F10,component5,10,peptone,2
P5,G10,component6,10,peptone,2
P5,H10,component6,10,peptone,2
P5,A11,component6,10,peptone,2
P5,B11,component6,10,peptone,2
P5,G11,component5,10,peptone,2
P5,H11,component5,10,peptone,2
P5,A12,component5,10,peptone,2
P5,B12,component5,10,peptone,2
P5,C12,component5,10,peptone,2
P5,D12,component5,10,peptone,2
P5,E12,component5,10,peptone,2
P5,H2,component4,11,malt_extract,2
P5,A3,component4,11,malt_extract,2
P5,B3,component4,11,malt_extract,2
P5,C3,component4,11,malt_extract,2
P5,G4,component5,11,malt_extract,2
P5,H4,component5,11,malt_extract,2
P5,A5,component5,11,malt_extract,2
P5,B5,component5,11,malt_extract,2
P5,B6,component5,11,malt_extract,2
P5,C6,component5,11,malt_extract,2
P5,D6,component5,11,malt_extract,2
P5,E6,component5,11,malt_extract,2
P5,B7,component5,11,malt_extract,2
P5,C7,component5,11,malt_extract,2
P5,D7,component5,11,malt_extract,2
P5,E7,component5,11,malt_extract,2
P5,F7,component5,11,malt_extract,2
P5,G7,component5,11,malt_extract,2
P5,H7,component5,11,malt_extract,2
P5,H8,component6,11,malt_extract,2
P5,A9,component6,11,malt_extract,2
P5,B9,component6,11,malt_extract,2
P5,C9,component6,11,malt_extract,2
P5,H9,component6,11,malt_extract,2
P5,A10,component6,11,malt_extract,2
P5,B10,component6,11,malt_extract,2
P5,C10,component6,11,malt_extract,2
P5,D10,component6,11,malt_extract,2
P5,E10,component6,11,malt_extract,2
P5,F10,component6,11,malt_extract,2
P5,C11,component6,11,malt_extract,2
P5,D11,component6,11,malt_extract,2
P5,E11,component6,11,malt_extract,2
P5,F11,component6,11,malt_extract,2
P5,G11,component6,11,malt_extract,2
P5,H11,component6,11,malt_extract,2
P5,A12,component6,11,malt_extract,2
P5,B12,component6,11,malt_extract,2
P5,C12,component6,11,malt_extract,2
P5,D12,component6,11,malt_extract,2
P5,E12,component6,11,malt_extract,2
P5,B2,component2,2,k2hpo4,2
P5,C2,component1,2,k2hpo4,2
P5,E2,component1,2,k2hpo4,2
P5,F2,component2,2,k2hpo4,2
P5,G2,component1,2,k2hpo4,2
P5,H3,component1,2,k2hpo4,2
P5,A4,component2,2,k2hpo4,2
P5,B4,component1,2,k2hpo4,2
P5,D4,component1,2,k2hpo4,2
P5,F4,component1,2,k2hpo4,2
P5,G4,component2,2,k2hpo4,2
P5,E5,component1,2,k2hpo4,2
P5,F5,component1,2,k2hpo4,2
P5,G5,component1,2,k2hpo4,2
P5,H5,component2,2,k2hpo4,2
P5,A6,component1,2,k2hpo4,2
P5,C7,component2,2,k2hpo4,2
P5,D7,component1,2,k2hpo4,2
P5,F7,component1,2,k2hpo4,2
P5,G7,component2,2,k2hpo4,2
P5,H7,component1,2,k2hpo4,2
P5,A9,component1,2,k2hpo4,2
P5,B9,component2,2,k2hpo4,2
P5,C9,component1,2,k2hpo4,2
P5,E9,component1,2,k2hpo4,2
P5,G9,component1,2,k2hpo4,2
P5,H9,component2,2,k2hpo4,2
P5,F10,component1,2,k2hpo4,2
P5,G10,component1,2,k2hpo4,2
P5,H10,component1,2,k2hpo4,2
P5,A11,component2,2,k2hpo4,2
P5,B11,component1,2,k2hpo4,2
P5,D12,component2,2,k2hpo4,2
P5,E12,component1,2,k2hpo4,2
P5,B1,component1,3,mgso4_x_7_h2o,2
P5,C1,component2,3,mgso4_x_7_h2o,2
P5,D1,component1,3,mgso4_x_7_h2o,2
P5,E1,component2,3,mgso4_x_7_h2o,2
P5,B2,component3,3,mgso4_x_7_h2o,2
P5,C2,component2,3,mgso4_x_7_h2o,2
P5,D2,component1,3,mgso4_x_7_h2o,2
P5,A3,component1,3,mgso4_x_7_h2o,2
P5,B3,component2,3,mgso4_x_7_h2o,2
P5,C3,component1,3,mgso4_x_7_h2o,2
P5,H3,component2,3,mgso4_x_7_h2o,2
P5,B4,component2,3,mgso4_x_7_h2o,2
P5,E4,component2,3,mgso4_x_7_h2o,2
P5,H4,component1,3,mgso4_x_7_h2o,2
P5,B5,component1,3,mgso4_x_7_h2o,2
P5,E5,component2,3,mgso4_x_7_h2o,2
P5,C6,component1,3,mgso4_x_7_h2o,2
P5,D6,component2,3,mgso4_x_7_h2o,2
P5,E6,component1,3,mgso4_x_7_h2o,2
P5,F6,component2,3,mgso4_x_7_h2o,2
P5,C7,component3,3,mgso4_x_7_h2o,2
P5,D7,component2,3,mgso4_x_7_h2o,2
P5,E7,component1,3,mgso4_x_7_h2o,2
P5,B8,component1,3,mgso4_x_7_h2o,2
P5,C8,component2,3,mgso4_x_7_h2o,2
P5,D8,component1,3,mgso4_x_7_h2o,2
P5,A9,component2,3,mgso4_x_7_h2o,2
P5,C9,component2,3,mgso4_x_7_h2o,2
P5,F9,component2,3,mgso4_x_7_h2o,2
P5,A10,component1,3,mgso4_x_7_h2o,2
P5,C10,component1,3,mgso4_x_7_h2o,2
P5,F10,component2,3,mgso4_x_7_h2o,2
P5,D11,component1,3,mgso4_x_7_h2o,2
P5,E11,component2,3,mgso4_x_7_h2o,2
P5,F11,component1,3,mgso4_x_7_h2o,2
P5,G11,component2,3,mgso4_x_7_h2o,2
P5,D12,component3,3,mgso4_x_7_h2o,2
P5,E12,component2,3,mgso4_x_7_h2o,2
P5,B1,component2,4,nacl,2
P5,D1,component2,4,nacl,2
P5,F1,component1,4,nacl,2
P5,G1,component2,4,nacl,2
P5,H1,component1,4,nacl,2
P5,G2,component2,4,nacl,2
P5,C3,component2,4,nacl,2
P5,D3,component2,4,nacl,2
P5,E3,component1,4,nacl,2
P5,A4,component3,4,nacl,2
P5,C4,component1,4,nacl,2
P5,E4,component3,4,nacl,2
P5,A5,component2,4,nacl,2
P5,E5,component3,4,nacl,2
P5,G5,component2,4,nacl,2
P5,A6,component2,4,nacl,2
P5,C6,component2,4,nacl,2
P5,E6,component2,4,nacl,2
P5,G6,component1,4,nacl,2
P5,H6,component2,4,nacl,2
P5,A7,component1,4,nacl,2
P5,H7,component2,4,nacl,2
P5,D8,component2,4,nacl,2
P5,E8,component2,4,nacl,2
P5,F8,component1,4,nacl,2
P5,B9,component3,4,nacl,2
P5,D9,component1,4,nacl,2
P5,F9,component3,4,nacl,2
P5,B10,component2,4,nacl,2
P5,F10,component3,4,nacl,2
P5,H10,component2,4,nacl,2
P5,B11,component2,4,nacl,2
P5,D11,component2,4,nacl,2
P5,F11,component2,4,nacl,2
P5,H11,component1,4,nacl,2
P5,A12,component2,4,nacl,2
P5,B12,component1,4,nacl,2
P5,A1,component1,5,l_asparagine,2
P5,C1,component3,5,l_asparagine,2
P5,D1,component3,5,l_asparagine,2
P5,F1,component2,5,l_asparagine,2
P5,H1,component2,5,l_asparagine,2
P5,C2,component3,5,l_asparagine,2
P5,E2,component2,5,l_asparagine,2
P5,A3,component2,5,l_asparagine,2
P5,F3,component2,5,l_asparagine,2
P5,F4,component2,5,l_asparagine,2
P5,A5,component3,5,l_asparagine,2
P5,B5,component2,5,l_asparagine,2
P5,C5,component2,5,l_asparagine,2
P5,D5,component1,5,l_asparagine,2
P5,H5,component3,5,l_asparagine,2
P5,A6,component3,5,l_asparagine,2
P5,B6,component1,5,l_asparagine,2
P5,D6,component3,5,l_asparagine,2
P5,E6,component3,5,l_asparagine,2
P5,G6,component2,5,l_asparagine,2
P5,A7,component2,5,l_asparagine,2
P5,D7,component3,5,l_asparagine,2
P5,F7,component2,5,l_asparagine,2
P5,B8,component2,5,l_asparagine,2
P5,G8,component2,5,l_asparagine,2
P5,G9,component2,5,l_asparagine,2
P5,B10,component3,5,l_asparagine,2
P5,C10,component2,5,l_asparagine,2
P5,D10,component2,5,l_asparagine,2
P5,E10,component1,5,l_asparagine,2
P5,A11,component3,5,l_asparagine,2
P5,B11,component3,5,l_asparagine,2
P5,C11,component1,5,l_asparagine,2
P5,E11,component3,5,l_asparagine,2
P5,F11,component3,5,l_asparagine,2
P5,H11,component2,5,l_asparagine,2
P5,B12,component2,5,l_asparagine,2
P5,E12,component3,5,l_asparagine,2
P5,G1,component3,6,glycerol,4
P5,H1,component3,6,glycerol,4
P5,A2,component2,6,glycerol,4
P5,F2,component3,6,glycerol,4
P5,G2,component3,6,glycerol,4
P5,H2,component1,6,glycerol,4
P5,B3,component3,6,glycerol,4
P5,C3,component3,6,glycerol,4
P5,E3,component2,6,glycerol,4
P5,F3,component3,6,glycerol,4
P5,B4,component3,6,glycerol,4
P5,D4,component2,6,glycerol,4
P5,F4,component3,6,glycerol,4
P5,H4,component2,6,glycerol,4
P5,B5,component3,6,glycerol,4
P5,D5,component2,6,glycerol,4
P5,H6,component3,6,glycerol,4
P5,A7,component3,6,glycerol,4
P5,B7,component2,6,glycerol,4
P5,G7,component3,6,glycerol,4
P5,H7,component3,6,glycerol,4
P5,A8,component1,6,glycerol,4
P5,C8,component3,6,glycerol,4
P5,D8,component3,6,glycerol,4
P5,F8,component2,6,glycerol,4
P5,G8,component3,6,glycerol,4
P5,C9,component3,6,glycerol,4
P5,E9,component2,6,glycerol,4
P5,G9,component3,6,glycerol,4
P5,A10,component2,6,glycerol,4
P5,C10,component3,6,glycerol,4
P5,E10,component2,6,glycerol,4
P5,A12,component3,6,glycerol,4
P5,B12,component3,6,glycerol,4
P5,C12,component2,6,glycerol,4
P5,A1,component4,7,yeast_extract,2
P5,B1,component4,7,yeast_extract,2
P5,C1,component4,7,yeast_extract,2
P5,D1,component4,7,yeast_extract,2
P5,D3,component4,7,yeast_extract,2
P5,E3,component4,7,yeast_extract,2
P5,F3,component4,7,yeast_extract,2
P5,G3,component4,7,yeast_extract,2
P5,H3,component4,7,yeast_extract,2
P5,A4,component4,7,yeast_extract,2
P5,B4,component4,7,yeast_extract,2
P5,C4,component4,7,yeast_extract,2
P5,D4,component4,7,yeast_extract,2
P5,E4,component4,7,yeast_extract,2
P5,F4,component4,7,yeast_extract,2
P5,G4,component4,7,yeast_extract,2
P5,H4,component4,7,yeast_extract,2
P5,A5,component4,7,yeast_extract,2
P5,B5,component4,7,yeast_extract,2
P5,A8,component4,7,yeast_extract,2
P5,B8,component4,7,yeast_extract,2
P5,C8,component4,7,yeast_extract,2
P5,D8,component4,7,yeast_extract,2
P5,E8,component4,7,yeast_extract,2
P5,F8,component4,7,yeast_extract,2
P5,G8,component4,7,yeast_extract,2
P5,H8,component4,7,yeast_extract,2
P5,A9,component4,7,yeast_extract,2
P5,B9,component4,7,yeast_extract,2
P5,C9,component4,7,yeast_extract,2
P5,D9,component4,7,yeast_extract,2
P5,E9,component4,7,yeast_extract,2
P5,F9,component4,7,yeast_extract,2
P5,G9,component4,7,yeast_extract,2
P5,H9,component4,7,yeast_extract,2
P5,A10,component4,7,yeast_extract,2
P5,B10,component4,7,yeast_extract,2
P5,C10,component4,7,yeast_extract,2
P5,D10,component4,7,yeast_extract,2
P5,E10,component4,7,yeast_extract,2
P5,F10,component4,7,yeast_extract,2
P5,E1,component4,8,beef_extract,2
P5,F1,component4,8,beef_extract,2
P5,G1,component4,8,beef_extract,2
P5,H1,component4,8,beef_extract,2
P5,D3,component5,8,beef_extract,2
P5,E3,component5,8,beef_extract,2
P5,F3,component5,8,beef_extract,2
P5,C5,component4,8,beef_extract,2
P5,D5,component4,8,beef_extract,2
P5,E5,component4,8,beef_extract,2
P5,F5,component4,8,beef_extract,2
P5,G5,component4,8,beef_extract,2
P5,H5,component4,8,beef_extract,2
P5,A6,component4,8,beef_extract,2
P5,B6,component4,8,beef_extract,2
P5,C6,component4,8,beef_extract,2
P5,D6,component4,8,beef_extract,2
P5,E6,component4,8,beef_extract,2
P5,A8,component5,8,beef_extract,2
P5,B8,component5,8,beef_extract,2
P5,C8,component5,8,beef_extract,2
P5,D8,component5,8,beef_extract,2
P5,E8,component5,8,beef_extract,2
P5,F8,component5,8,beef_extract,2
P5,G8,component5,8,beef_extract,2
P5,H8,component5,8,beef_extract,2
P5,A9,component5,8,beef_extract,2
P5,B9,component5,8,beef_extract,2
P5,C9,component5,8,beef_extract,2
P5,G10,component4,8,beef_extract,2
P5,H10,component4,8,beef_extract,2
P5,A11,component4,8,beef_extract,2
P5,B11,component4,8,beef_extract,2
P5,C11,component4,8,beef_extract,2
P5,D11,component4,8,beef_extract,2
P5,E11,component4,8,beef_extract,2
P5,F11,component4,8,beef_extract,2
P5,G11,component4,8,beef_extract,2
P5,H11,component4,8,beef_extract,2
P5,A12,component4,8,beef_extract,2
P5,B12,component4,8,beef_extract,2
P5,A2,component4,9,n_z_amine,2
P5,B2,component4,9,n_z_amine,2
P5,C2,component4,9,n_z_amine,2
P5,G3,component5,9,n_z_amine,2
P5,H3,component5,9,n_z_amine,2
P5,A4,component5,9,n_z_amine,2
P5,B4,component5,9,n_z_amine,2
P5,C5,component5,9,n_z_amine,2
P5,D5,component5,9,n_z_amine,2
P5,E5,component5,9,n_z_amine,2
P5,F6,component4,9,n_z_amine,2
P5,G6,component4,9,n_z_amine,2
P5,H6,component4,9,n_z_amine,2
P5,A7,component4,9,n_z_amine,2
P5,B7,component4,9,n_z_amine,2
P5,C7,component4,9,n_z_amine,2
P5,D7,component4,9,n_z_amine,2
P5,A8,component6,9,n_z_amine,2
P5,B8,component6,9,n_z_amine,2
P5,C8,component6,9,n_z_amine,2
P5,D8,component6,9,n_z_amine,2
P5,D9,component5,9,n_z_amine,2
P5,E9,component5,9,n_z_amine,2
P5,F9,component5,9,n_z_amine,2
P5,G9,component5,9,n_z_amine,2
P5,H9,component5,9,n_z_amine,2
P5,A10,component5,9,n_z_amine,2
P5,B10,component5,9,n_z_amine,2
P5,C10,component5,9,n_z_amine,2
P5,G10,component5,9,n_z_amine,2
P5,H10,component5,9,n_z_amine,2
P5,A11,component5,9,n_z_amine,2
P5,B11,component5,9,n_z_amine,2
P5,C11,component5,9,n_z_amine,2
P5,D11,component5,9,n_z_amine,2
P5,E11,component5,9,n_z_amine,2
P5,F11,component5,9,n_z_amine,2
P5,C12,component4,9,n_z_amine,2
P5,D12,component4,9,n_z_amine,2
P5,E12,component4,9,n_z_amine,2
P6,C1,component1,1,glucose,2
P6,E1,component1,1,glucose,2
P6,G1,component1,1,glucose,2
P6,H1,component1,1,glucose,2
P6,B2,component1,1,glucose,2
P6,F2,component1,1,glucose,2
P6,H2,component1,1,glucose,2
P6,B3,component1,1,glucose,2
P6,D3,component1,1,glucose,2
P6,A4,component1,1,glucose,2
P6,E4,component1,1,glucose,2
P6,G4,component1,1,glucose,2
P6,A5,component1,1,glucose,2
P6,C5,component1,1,glucose,2
P6,D5,component1,1,glucose,2
P6,H5,component1,1,glucose,2
P6,D6,component1,1,glucose,2
P6,F6,component1,1,glucose,2
P6,H6,component1,1,glucose,2
P6,A7,component1,1,glucose,2
P6,C7,component1,1,glucose,2
P6,G7,component1,1,glucose,2
P6,A8,component1,1,glucose,2
P6,C8,component1,1,glucose,2
P6,E8,component1,1,glucose,2
P6,B9,component1,1,glucose,2
P6,F9,component1,1,glucose,2
P6,H9,component1,1,glucose,2
P6,B10,component1,1,glucose,2
P6,D10,component1,1,glucose,2
P6,E10,component1,1,glucose,2
P6,A11,component1,1,glucose,2
P6,E11,component1,1,glucose,2
P6,G11,component1,1,glucose,2
P6,A12,component1,1,glucose,2
P6,B12,component1,1,glucose,2
P6,D12,component1,1,glucose,2
P6,D2,component4,10,peptone,2
P6,E2,component4,10,peptone,2
P6,F2,component4,10,peptone,2
P6,G2,component4,10,peptone,2
P6,C4,component5,10,peptone,2
P6,D4,component5,10,peptone,2
P6,E4,component5,10,peptone,2
P6,F4,component5,10,peptone,2
P6,F5,component5,10,peptone,2
P6,G5,component5,10,peptone,2
P6,H5,component5,10,peptone,2
P6,A6,component5,10,peptone,2
P6,F6,component5,10,peptone,2
P6,G6,component5,10,peptone,2
P6,H6,component5,10,peptone,2
P6,E7,component4,10,peptone,2
P6,F7,component4,10,peptone,2
P6,G7,component4,10,peptone,2
P6,H7,component4,10,peptone,2
P6,E8,component6,10,peptone,2
P6,F8,component6,10,peptone,2
P6,G8,component6,10,peptone,2
P6,D9,component6,10,peptone,2
P6,E9,component6,10,peptone,2
P6,F9,component6,10,peptone,2
P6,G9,component6,10,peptone,2
P6,D10,component5,10,peptone,2
P6,E10,component5,10,peptone,2
P6,F10,component5,10,peptone,2
P6,G10,component6,10,peptone,2
P6,H10,component6,10,peptone,2
P6,A11,component6,10,peptone,2
P6,B11,component6,10,peptone,2
P6,G11,component5,10,peptone,2
P6,H11,component5,10,peptone,2
P6,A12,component5,10,peptone,2
P6,B12,component5,10,peptone,2
P6,C12,component5,10,peptone,2
P6,D12,component5,10,peptone,2
P6,E12,component5,10,peptone,2
P6,H2,component4,11,malt_extract,2
P6,A3,component4,11,malt_extract,2
P6,B3,component4,11,malt_extract,2
P6,C3,component4,11,malt_extract,2
P6,G4,component5,11,malt_extract,2
P6,H4,component5,11,malt_extract,2
P6,A5,component5,11,malt_extract,2
P6,B5,component5,11,malt_extract,2
P6,B6,component5,11,malt_extract,2
P6,C6,component5,11,malt_extract,2
P6,D6,component5,11,malt_extract,2
P6,E6,component5,11,malt_extract,2
P6,A7,component5,11,malt_extract,2
P6,B7,component5,11,malt_extract,2
P6,C7,component5,11,malt_extract,2
P6,D7,component5,11,malt_extract,2
P6,E7,component5,11,malt_extract,2
P6,F7,component5,11,malt_extract,2
P6,G7,component5,11,malt_extract,2
P6,H7,component5,11,malt_extract,2
P6,H8,component6,11,malt_extract,2
P6,A9,component6,11,malt_extract,2
P6,B9,component6,11,malt_extract,2
P6,C9,component6,11,malt_extract,2
P6,H9,component6,11,malt_extract,2
P6,A10,component6,11,malt_extract,2
P6,B10,component6,11,malt_extract,2
P6,C10,component6,11,malt_extract,2
P6,D10,component6,11,malt_extract,2
P6,E10,component6,11,malt_extract,2
P6,F10,component6,11,malt_extract,2
P6,C11,component6,11,malt_extract,2
P6,D11,component6,11,malt_extract,2
P6,E11,component6,11,malt_extract,2
P6,F11,component6,11,malt_extract,2
P6,G11,component6,11,malt_extract,2
P6,H11,component6,11,malt_extract,2
P6,A12,component6,11,malt_extract,2
P6,B12,component6,11,malt_extract,2
P6,C12,component6,11,malt_extract,2
P6,D12,component6,11,malt_extract,2
P6,E12,component6,11,malt_extract,2
P6,A2,component1,2,k2hpo4,2
P6,B2,component2,2,k2hpo4,2
P6,C2,component1,2,k2hpo4,2
P6,E2,component1,2,k2hpo4,2
P6,G2,component1,2,k2hpo4,2
P6,H2,component2,2,k2hpo4,2
P6,F3,component1,2,k2hpo4,2
P6,G3,component1,2,k2hpo4,2
P6,H3,component1,2,k2hpo4,2
P6,A4,component2,2,k2hpo4,2
P6,B4,component1,2,k2hpo4,2
P6,D5,component2,2,k2hpo4,2
P6,E5,component1,2,k2hpo4,2
P6,G5,component1,2,k2hpo4,2
P6,H5,component2,2,k2hpo4,2
P6,A6,component1,2,k2hpo4,2
P6,B7,component1,2,k2hpo4,2
P6,C7,component2,2,k2hpo4,2
P6,D7,component1,2,k2hpo4,2
P6,F7,component1,2,k2hpo4,2
P6,H7,component1,2,k2hpo4,2
P6,A8,component2,2,k2hpo4,2
P6,G8,component1,2,k2hpo4,2
P6,H8,component1,2,k2hpo4,2
P6,A9,component1,2,k2hpo4,2
P6,B9,component2,2,k2hpo4,2
P6,C9,component1,2,k2hpo4,2
P6,E10,component2,2,k2hpo4,2
P6,F10,component1,2,k2hpo4,2
P6,H10,component1,2,k2hpo4,2
P6,A11,component2,2,k2hpo4,2
P6,B11,component1,2,k2hpo4,2
P6,C12,component1,2,k2hpo4,2
P6,D12,component2,2,k2hpo4,2
P6,E12,component1,2,k2hpo4,2
P6,B1,component1,3,mgso4_x_7_h2o,2
P6,C1,component2,3,mgso4_x_7_h2o,2
P6,D1,component1,3,mgso4_x_7_h2o,2
P6,A2,component2,3,mgso4_x_7_h2o,2
P6,C2,component2,3,mgso4_x_7_h2o,2
P6,F2,component2,3,mgso4_x_7_h2o,2
P6,A3,component1,3,mgso4_x_7_h2o,2
