plate,well,component_no,component,ot2_label,vol
P4,G3,component2,5,l_asparagine,2
P4,B4,component3,5,l_asparagine,2
P4,D4,component2,5,l_asparagine,2
P4,H4,component2,5,l_asparagine,2
P4,E5,component2,5,l_asparagine,2
P4,E6,component2,5,l_asparagine,2
P4,H6,component3,5,l_asparagine,2
P4,A7,component2,5,l_asparagine,2
P4,B7,component2,5,l_asparagine,2
P4,C7,component1,5,l_asparagine,2
P4,G7,component3,5,l_asparagine,2
P4,H7,component3,5,l_asparagine,2
P4,A8,component1,5,l_asparagine,2
P4,C8,component3,5,l_asparagine,2
P4,D8,component3,5,l_asparagine,2
P4,F8,component2,5,l_asparagine,2
P4,H8,component2,5,l_asparagine,2
P4,C9,component3,5,l_asparagine,2
P4,E9,component2,5,l_asparagine,2
P4,A10,component2,5,l_asparagine,2
P4,F10,component2,5,l_asparagine,2
P4,F11,component2,5,l_asparagine,2
P4,A12,component3,5,l_asparagine,2
P4,B12,component2,5,l_asparagine,2
P4,C12,component2,5,l_asparagine,2
P4,D12,component1,5,l_asparagine,2
P4,B1,component2,6,glycerol,4
P4,D1,component3,6,glycerol,4
P4,F1,component2,6,glycerol,4
P4,H1,component3,6,glycerol,4
P4,B2,component2,6,glycerol,4
P4,F3,component3,6,glycerol,4
P4,G3,component3,6,glycerol,4
P4,H3,component2,6,glycerol,4
P4,E4,component3,6,glycerol,4
P4,F4,component3,6,glycerol,4
P4,G4,component1,6,glycerol,4
P4,A5,component3,6,glycerol,4
P4,B5,component3,6,glycerol,4
P4,D5,component2,6,glycerol,4
P4,E5,component3,6,glycerol,4
